С073РТ21,Энговатов Л. У.,13,23
Р142СС21,Буров Д. О.,20,11
К917ХО21,Крюков О. Х.,7,86
М152НЕ21,Пивоваров О. М.,23,80
Р724НА21,Ильюшин М. У.,17,95
К743КЕ21,Чуприн З. Е.,18,34
К603АН21,Бурый А. А.,12,85
С446АР21,Энговатов Ц. Р.,4,86
О522ТО21,Дёмин Ж. Ж.,5,20
О607АЕ21,Асланов Х. С.,4,71
Х237РА21,Чиграков П. К.,23,92
А038ЕР21,Семёнов Е. Х.,9,8
К009ТМ21,Коновалов Х. О.,21,57
В896ОЕ21,Капица А. Б.,15,20
К511КР21,Климушин В. В.,6,82
Е356УТ21,Капица Ц. Д.,19,46
Н141СТ21,Голованов У. Й.,24,22
Е834МВ21,Буров Ц. Т.,21,15
С935НУ21,Крюков Л. З.,22,92
У205НК21,Чуприн Х. Н.,11,70
М949ТА21,Косарёв З. Б.,4,6
К106МА21,Климушин Ч. Г.,19,4
У451ВТ21,Фомин Ч. С.,17,52
Р629ММ21,Капица П. Н.,13,79
О087РХ21,Колесников К. Х.,18,57
С897МЕ21,Буров Ч. Н.,7,98
Х624АЕ21,Крюков К. Н.,17,7
Н802ВК21,Дементьев Т. А.,3,78
О658СО21,Крюков Ф. Х.,20,2
С811НР21,Александров Г. Л.,10,29
К569ТХ21,Дубов В. И.,20,61
К327АК21,Коновалов Б. Л.,17,61
Н204ЕР21,Ильюшин Ш. О.,19,25
С179УХ21,Худяков Л. З.,2,57
Н507ТТ21,Борзилов Ш. И.,16,96
Х597ВО21,Чуприн Е. Л.,10,2
Е748ХО21,Кашканов А. З.,17,94
С154ВН21,Дубов С. М.,1,67
М749ЕО21,Анишин Ф. Х.,4,15
О577ТО21,Дёмин И. Ш.,23,33
Н232ВЕ21,Анишин Т. В.,2,21
О541ОН21,Чуприн В. Л.,6,84
К846КО21,Капица М. К.,21,58
Х741МС21,Борзилов Ф. Б.,17,34
Р655ЕР21,Голованов З. О.,23,0
Х331УК21,Чендев А. Ц.,5,45
Т005ТС21,Сигаев У. Л.,17,71
Т674АВ21,Дёгтин П. О.,6,22
Р714НУ21,Мурогов Б. Ж.,17,81
У075РН21,Фомин В. Й.,17,71
Н615СУ21,Ильюшин Ф. Т.,10,58
Е871ХМ21,Дементьев Х. Ч.,12,13
О513ЕУ21,Климушин Д. Н.,20,99
М482СР21,Анишин К. Б.,1,99
А651УВ21,Сопов Ф. А.,7,75
Е279СУ21,Колесников Ж. Б.,24,19
Р682МХ21,Сигаев А. Ч.,21,24
Х700СТ21,Добрынин З. У.,9,61
А792ВР21,Александров О. Ф.,2,49
О621ВХ21,Дементьев М. З.,17,24
Т341ХМ21,Дементьев К. У.,8,2
Т836СТ21,Косарёв С. Л.,20,18
В777РА21,Парамонов П. И.,5,15
К336УР21,Алексеев Ч. Е.,6,37
М762ХХ21,Борзилов Т. Г.,19,34
Т141КВ21,Алексеев Н. А.,18,64
А217АР21,Анишин К. Д.,16,33
Е141СВ21,Дубов К. К.,10,12
С629НА21,Дементьев И. К.,21,68
О778ХВ21,Энговатов З. Б.,7,75
Н276СО21,Колесников З. Ц.,8,58
Н518ЕХ21,Погодин Ц. Б.,6,69
Х222МР21,Фомин З. С.,18,3
В111ЕО21,Добрынин Е. Ч.,15,93
А485КК21,Буров Л. Н.,15,68
Е389ОН21,Чуприн М. П.,8,60
Р595УА21,Ильюшин Д. Д.,19,56
С178НМ21,Анишин Т. Л.,22,80
К435КК21,Артамонов Б. П.,19,60
М119РК21,Александров К. Ч.,6,57
А651ХЕ21,Семёнов Е. Й.,16,33
Х736ВХ21,Косарёв О. С.,19,97
У113ТМ21,Папанов С. С.,15,46
Е216ХУ21,Парамонов Е. А.,20,1
В132ВС21,Алексеев Х. Х.,2,91
У022МТ21,Климушин Д. Ц.,11,82
Х105ЕУ21,Голованов М. Х.,11,25
А799НЕ21,Чиграков Г. Л.,19,21
О731РА21,Капица Х. О.,10,85
А010МН21,Папанов С. У.,21,41
А152НМ21,Ефимов П. Л.,10,64
К691ХА21,Сигаев У. Г.,17,100
Н411ВУ21,Крутин Ц. Н.,15,26
Х136СЕ21,Добрынин Е. Б.,9,32
Р739ХР21,Дубов Х. С.,20,87
С132ТВ21,Мурогов Е. С.,16,89
Н460ОК21,Ефимов Х. З.,16,57
К560АВ21,Дубов Ч. Н.,8,29
Н576УМ21,Анишин В. К.,13,86
О936СУ21,Александров Р. П.,17,93
Х954КК21,Чуприн М. М.,3,100
О147РО21,Колесников Ш. Б.,5,19
С187АС21,Колесников Г. Ж.,23,18
Х687ЕС21,Дементьев Р. П.,6,56
Н724РА21,Дементьев Г. Р.,22,94
В783КН21,Чиграков Ш. Ц.,18,30
В570ВХ21,Мурогов Ч. Ш.,22,29
С217КМ21,Чукчов Ш. Л.,17,30
А561СН21,Закрятин С. Ж.,15,45
Р037ОР21,Дементьев Ш. У.,17,61
Е069НН21,Коновалов Ф. К.,10,34
А152ХТ21,Чиграков В. Г.,7,43
Н111ВА21,Крутин П. Н.,19,32
Х572УА21,Чукчов Б. З.,24,40
М054НА21,Худяков С. П.,4,60
Е518ЕХ21,Краевcкий М. Е.,16,96
М111КУ21,Чукчов Г. Л.,2,90
В052МР21,Сигаев Д. Е.,18,92
М950ХР21,Сопов Н. Н.,18,52
В959ЕУ21,Сагадеев А. Т.,1,63
С070РР21,Александров В. Т.,5,84
Т756МТ21,Колесников А. С.,10,61
Е845МХ21,Чиграков Л. Е.,14,28
О317ХР21,Александров Ш. Ч.,1,87
Т191КК21,Буров Р. И.,17,73
О502ЕМ21,Погодин Х. М.,16,47
К843КР21,Кашканов Д. Ж.,1,19
О452СК21,Ковалёв Ж. Ш.,5,0
Р578ХУ21,Хорьков М. С.,12,62
Х715УЕ21,Мамыкин Р. О.,16,93
Т806ОХ21,Сагадеев П. Д.,20,35
В076КМ21,Буров Н. У.,17,85
Е102НР21,Артамонов Ч. Ц.,20,33
Х770КХ21,Бурый Л. Б.,2,81
Н248МР21,Кашканов С. Л.,20,1
В955ВА21,Борзилов А. Л.,15,88
С342ХМ21,Дёмин Ц. В.,14,17
Х678АХ21,Ильюшин Д. Ф.,10,63
К591ТН21,Закрятин Е. Й.,20,10
А460МА21,Дёгтин Е. Р.,10,51
М035ОУ21,Худяков Ж. Р.,6,80
М111УМ21,Крюков Ч. У.,22,16
С866ВХ21,Чукчов Н. О.,12,15
Е292УС21,Худяков Ш. Ж.,8,91
Т303АН21,Дёгтин П. К.,13,48
Н506ЕН21,Чиграков С. О.,12,96
У882ЕС21,Коновалов Ш. И.,2,82
Е093УА21,Сигаев Ч. Л.,11,73
М254АМ21,Ильюшин И. Х.,6,8
М320ОХ21,Добрынин Г. Ш.,16,87
К457ТХ21,Климушин А. Д.,16,43
Н845ТМ21,Бореев З. Р.,17,88
М742РР21,Коновалов Е. О.,1,58
Е398ВС21,Колесников Р. Т.,10,15
А851ВС21,Голованов В. Г.,4,20
С331ЕО21,Тредиаковский Г. Й.,24,7
У149ХА21,Папанов Ч. Г.,13,71
К792НМ21,Капица П. Ж.,21,45
Х282ОО21,Ковалёв Ф. М.,14,38
С774ЕА21,Анишин Х. У.,1,40
С018АУ21,Косарёв Д. Х.,10,19
С915РН21,Сигаев Р. П.,9,37
С345ХМ21,Чукчов П. И.,2,38
К740ХР21,Голованов О. Л.,21,49
С935ТО21,Закрятин В. Ш.,14,41
М163УР21,Борзилов Д. О.,7,15
Е679ЕК21,Добрынин В. Б.,6,11
Х871ТУ21,Семёнов Ф. З.,5,17
Е060АН21,Кашканов Р. Ж.,15,62
Н105РН21,Коновалов Г. С.,22,27
У128РА21,Чендев М. Л.,15,74
Р640ТУ21,Хорьков Р. Е.,19,29
К569СЕ21,Бурый Ч. И.,6,6
Х014ОХ21,Сопов Е. В.,13,66
Т254ЕЕ21,Сигаев Ш. Ш.,17,78
Р088ХЕ21,Пивоваров С. Л.,3,76
Е886ВЕ21,Артамонов М. Ж.,22,36
Х856РМ21,Семёнов Е. Н.,13,32
Х218НК21,Дементьев Е. К.,15,63
М969ТН21,Бурый В. Ч.,14,43
Х429ЕЕ21,Папанов В. Ч.,23,13
Е840ХО21,Сагадеев Ж. К.,24,89
С245ВВ21,Колесников А. Ж.,23,55
К609РН21,Сигаев П. Е.,3,36
Р407КВ21,Дёмин З. Х.,13,93
С807НВ21,Буров Й. М.,10,48
О148ТК21,Дёмин А. Ц.,2,91
Р436ТХ21,Сагадеев Ч. Р.,20,25
Р506ВО21,Чукчов У. С.,8,21
М178ОН21,Пивоваров Б. Л.,5,38
А592ОО21,Сагадеев Л. И.,11,50
Р323РВ21,Гачев В. Й.,10,65
А945УК21,Борзилов А. Ш.,22,89
В603ТР21,Алексеев И. Ф.,4,42
К884РУ21,Кашканов А. Р.,12,38
М742АЕ21,Ильюшин В. Р.,22,26
А288ХТ21,Дёмин У. И.,18,84
В778СМ21,Парамонов Н. Ц.,16,20
Н977СР21,Смирнитский М. Ж.,18,36
Т496ХА21,Коновалов О. Е.,6,1
Х944КЕ21,Худяков Н. Л.,2,5
Н369РТ21,Худяков В. Н.,12,41
А265ОА21,Сопов Й. У.,15,57
С763ХО21,Буров Б. Ф.,15,61
Р980УК21,Добрынин В. Г.,6,77
М429ТТ21,Анишин Ц. И.,24,57
Х622ОА21,Чендев Ш. И.,9,88
М318ВЕ21,Чендев У. В.,18,61
Т283ХУ21,Сигаев М. У.,9,25
У501КВ21,Фомин Л. Т.,6,30
М818ХС21,Парамонов О. Й.,10,98
А165СЕ21,Дёгтин А. П.,8,21
А918ХА21,Дёмин Т. У.,15,20
С503РР21,Алексеев Г. О.,12,56
М699ХХ21,Мамыкин О. Б.,23,6
В663ТМ21,Мурогов Х. Т.,3,94
В242ЕР21,Ефимов Х. О.,17,41
М630ТУ21,Крюков Ч. Ч.,11,17
Н990ОЕ21,Сагадеев З. П.,12,97
Р770МК21,Чуприн Х. В.,10,93
Е686ТХ21,Крутин Ж. М.,10,11
В010МА21,Сопов Ч. Ф.,23,86
С855ВУ21,Крутин Ш. О.,13,58
О950КЕ21,Голованов Г. Н.,1,28
К697СТ21,Чиграков Ц. Ж.,3,12
С380ЕН21,Борзилов Ж. Е.,6,57
Р538МУ21,Асланов В. Б.,3,99
В388МХ21,Сопов П. О.,5,39
У394РУ21,Анишин П. Ж.,5,49
Е332ЕС21,Караулин Г. З.,16,83
Р895УВ21,Гачев А. И.,19,79
К264МН21,Колесников Д. Н.,8,4
Р951ХО21,Сагадеев С. В.,11,86
У824СА21,Тредиаковский Ч. Ф.,14,28
Р308УЕ21,Семёнов В. Р.,17,73
Х765ОА21,Фомин М. Ц.,11,52
Н111ВУ21,Буров В. Й.,16,14
О890СН21,Добрынин Х. А.,16,74
У428АЕ21,Закрятин Ц. Р.,4,12
М555СЕ21,Асланов В. Ц.,4,28
Р152ММ21,Ильюшин М. Ц.,5,76
Е436РМ21,Дементьев Й. Г.,8,45
С356КР21,Бореев Х. А.,17,3
Н190РО21,Папанов Ш. Ч.,4,99
Н295ВО21,Ильюшин Х. О.,22,23
С188ХС21,Дёмин Г. Ц.,3,41
О142СР21,Чиграков П. Ж.,13,61
К676НТ21,Чуприн Е. К.,5,50
Р285ТУ21,Артамонов Й. Ш.,14,80
Х483АХ21,Косарёв Н. З.,2,68
Р476ХО21,Энговатов Ф. Л.,14,24
Т165СА21,Бореев Ж. Ч.,3,61
Х765МР21,Бореев Б. Ч.,24,77
Н525ОВ21,Погодин С. Й.,13,93
К708ХХ21,Капица Л. К.,18,23
У855НО21,Колесников Х. К.,6,81
М241РВ21,Сагадеев Б. Ф.,5,9
В831ХО21,Мурогов Ц. М.,12,42
У566УХ21,Хорьков Б. Ч.,12,47
С026АМ21,Голованов Г. Й.,20,69
Р473ЕК21,Смирнитский Н. Ф.,13,34
А681АМ21,Кашканов Н. Х.,20,64
А884ХС21,Закрятин Е. Ш.,13,93
Н127ОТ21,Ефимов Х. Ж.,15,86
Р917АВ21,Чиграков Б. С.,8,25
В097ХУ21,Ковалёв П. Р.,12,64
К750РТ21,Асланов Е. Н.,13,82
У389ЕА21,Чендев Ф. З.,2,74
Х663ТА21,Семёнов Г. Х.,5,42
Е653АО21,Сопов В. М.,3,11
Р788МХ21,Чендев Ш. Ж.,4,26
В842КА21,Энговатов Т. Е.,13,49
О143ХЕ21,Кашканов М. О.,14,39
У073АН21,Энговатов Ц. А.,3,19
О327УН21,Папанов Е. Х.,24,49
Н826РС21,Мурогов Ш. Л.,5,32
О932НЕ21,Тредиаковский В. Й.,17,59
М624ХХ21,Папанов Х. Д.,16,45
М677ЕР21,Парамонов П. Б.,3,6
О573СЕ21,Кашканов Ц. Д.,18,21
Р532ВС21,Худяков С. М.,20,32
М586АК21,Караулин Ш. М.,23,90
М435НМ21,Чиграков Ш. Ш.,20,65
М970ХА21,Дементьев Ф. В.,21,16
Х124ТВ21,Сагадеев Ч. З.,1,60
Е682ТН21,Александров Ф. Г.,19,50
М613НЕ21,Пивоваров Б. Х.,5,9
Е916НТ21,Тредиаковский Ч. У.,4,15
С588ВЕ21,Чукчов Т. Й.,20,11
Н658МК21,Добрынин К. С.,5,34
К211КС21,Чиграков Й. В.,6,52
М169МТ21,Ефимов Н. Л.,10,14
С393СА21,Кашканов С. Б.,15,9
Т703СХ21,Крюков П. М.,4,92
А612ЕС21,Климушин Х. Г.,11,62
С260ХХ21,Закрятин Н. Х.,10,39
В509АР21,Борзилов Л. Ж.,4,64
Н072ОТ21,Борзилов Б. Н.,8,21
У135ОУ21,Бореев Б. Л.,8,27
С960ВК21,Парамонов Ч. Л.,3,77
М911ОВ21,Дубов Е. Н.,20,75
В013ВЕ21,Чендев З. Б.,16,27
Р550АР21,Дементьев Р. С.,7,93
Т500СХ21,Анишин Ф. П.,1,33
К685СМ21,Александров Б. Ц.,20,51
У208ТР21,Парамонов Ш. Ж.,4,3
М565УА21,Краевcкий Г. П.,16,13
А392ХВ21,Бореев М. З.,14,88
К213НХ21,Колесников М. Ж.,11,7
Е582СК21,Энговатов Л. Х.,17,81
С934МС21,Ильюшин Ш. Г.,23,8
Е370УР21,Парамонов С. Ф.,14,62
С923ЕВ21,Ильюшин Б. К.,3,69
Е269АН21,Буров Л. Ч.,18,15
А746АВ21,Сопов Ч. Х.,5,65
А822СТ21,Александров З. Г.,17,82
Н112СУ21,Крутин П. У.,5,66
В381НУ21,Бореев И. З.,24,39
Р240НО21,Дементьев И. П.,10,7
М469ОУ21,Борзилов З. Е.,20,55
В736МВ21,Дёгтин И. Е.,4,34
У073РК21,Дёгтин К. Н.,13,9
С430ОХ21,Смирнитский О. Л.,3,87
К887СМ21,Ковалёв Ц. Ц.,4,53
О284НО21,Семёнов Л. Е.,19,33
Н897ВК21,Хорьков О. Ж.,19,92
Е522РХ21,Ковалёв О. Л.,6,43
М048РА21,Анишин Ф. М.,1,72
М389ТМ21,Погодин В. Е.,23,20
Н485СУ21,Сигаев У. Н.,6,37
М648ОР21,Колесников Ч. И.,15,57
А716СК21,Колесников Н. П.,9,63
М901ЕМ21,Дементьев П. Р.,9,98
Т280ЕВ21,Ефимов Ш. Ц.,13,20
В973РТ21,Алексеев Д. У.,17,78
К591РО21,Добрынин Й. С.,14,68
М726ВУ21,Голованов В. А.,9,71
У510НС21,Семёнов Р. Й.,14,84
Х893НЕ21,Гачев Ш. Б.,16,15
Т222ХО21,Ильюшин В. К.,24,15
М751НК21,Хорьков Ч. А.,23,4
М063КО21,Косарёв У. Ш.,13,29
М067ОУ21,Семёнов П. З.,15,65
М920УО21,Хорьков Ш. З.,7,71
О938ХО21,Семёнов П. С.,22,86
М815УМ21,Ефимов М. Х.,24,88
М305ЕА21,Чуприн Ч. Ч.,17,82
Х671АМ21,Чендев У. Н.,21,23
К895ХО21,Добрынин Р. В.,10,76
В658РР21,Караулин В. Е.,23,90
С471РВ21,Мурогов С. К.,16,66
Х339ХА21,Чукчов А. А.,20,43
А163АУ21,Семёнов Р. Ч.,7,98
В601КН21,Бореев Ш. Е.,5,4
Т353РС21,Крутин Ш. П.,21,15
К174ОЕ21,Колесников В. Б.,15,12
У110СН21,Сигаев Х. Г.,16,7
О286ТА21,Парамонов И. Ш.,6,82
Е756ХС21,Погодин М. Г.,23,41
Р228УУ21,Бурый З. Й.,18,48
К703СВ21,Бурый С. Ц.,19,51
Т935ОМ21,Папанов Ц. Р.,13,64
М258РК21,Колесников Т. Т.,23,0
О852ХВ21,Крутин О. Д.,17,17
Р467НЕ21,Косарёв Ц. Г.,9,2
Н227РО21,Краевcкий Ш. М.,16,50
С230ОМ21,Косарёв К. К.,17,22
С636КО21,Ефимов М. Й.,1,94
Н757УТ21,Буров Т. Ж.,22,55
А260ХЕ21,Папанов Ф. Е.,23,48
У378МН21,Буров Н. А.,8,77
Н830МР21,Косарёв И. К.,15,91
С643НР21,Энговатов М. Ж.,5,14
А361ОО21,Борзилов Т. К.,12,90
А898ММ21,Караулин А. Г.,20,87
Т453РО21,Сагадеев Т. Е.,12,32
С646МН21,Хорьков Н. М.,13,9
О763АК21,Сопов Д. Ц.,10,6
О833УХ21,Добрынин Й. Д.,24,39
Т688РК21,Дубов Р. Н.,17,67
А689ХУ21,Дубов Т. Ж.,23,42
Х217МС21,Погодин П. Г.,19,47
Х945ТВ21,Крутин Р. Д.,9,94
О321УС21,Коновалов О. Й.,11,88
А936ЕК21,Климушин М. Е.,3,72
М740НВ21,Пивоваров Л. Ч.,5,70
Е962ТТ21,Тредиаковский Х. Ц.,17,92
Н178ВС21,Папанов О. Т.,14,38
А285МУ21,Закрятин Л. Ч.,7,92
К577СМ21,Краевcкий Й. В.,24,0
В305МЕ21,Закрятин Д. Д.,19,26
К752МС21,Борзилов Ф. Н.,17,12
О398ХС21,Караулин Ф. У.,11,38
О653ВС21,Крюков Б. Ч.,16,73
Е688МТ21,Чуприн Б. А.,6,60
Х423ХУ21,Чендев К. С.,8,6
С574ХХ21,Сигаев Й. З.,19,23
А449НО21,Дубов В. Т.,14,88
Р788КО21,Ковалёв Д. Е.,21,52
А735ХА21,Чуприн Н. Ч.,7,20
Р715КН21,Асланов В. Ч.,16,0
У388МЕ21,Колесников В. О.,3,97
Н102АУ21,Парамонов Г. Г.,18,99
Т842АА21,Чукчов З. В.,20,34
О909ХО21,Мурогов Ц. Х.,22,57
М436УМ21,Александров Н. Б.,1,7
А490КЕ21,Ефимов И. У.,6,37
Е179МВ21,Ефимов Д. Д.,4,100
Н220ЕН21,Анишин Н. Д.,9,50
Н076ВН21,Александров Р. О.,7,2
Е919ЕК21,Буров Г. З.,23,54
Т585УХ21,Климушин Ц. М.,6,73
А899ВА21,Папанов У. Ф.,22,89
К554НХ21,Борзилов Г. Т.,13,75
М632ВО21,Бореев Х. В.,16,56
А391УН21,Чукчов А. Б.,17,42
Т831ТУ21,Тредиаковский Х. Г.,18,90
С177ХС21,Чукчов З. Г.,15,13
О056СМ21,Капица С. Ш.,3,88
В805АН21,Артамонов Г. Л.,23,42
У427АО21,Анишин Ш. В.,11,11
Х900АР21,Колесников Т. Й.,12,3
О571СУ21,Энговатов Ц. С.,2,9
Н597АР21,Хорьков М. Н.,18,33
Е778АА21,Закрятин Ф. А.,17,36
Т212АЕ21,Артамонов М. А.,8,77
С731МВ21,Дёгтин Ж. У.,19,46
С270НК21,Тредиаковский Й. Р.,23,9
К399АА21,Краевcкий Ш. Б.,2,1
Е076АЕ21,Бореев П. Х.,19,78
Н265ТВ21,Мурогов Т. У.,14,68
У068ТЕ21,Хорьков Д. Е.,6,28
Х851ВО21,Дубов П. В.,19,48
О834УН21,Парамонов Р. Х.,9,7
Н688НС21,Чуприн Ж. Г.,6,40
М916СК21,Дементьев Л. Ч.,4,18
У790РМ21,Чукчов М. З.,3,24
В952РУ21,Крутин Ч. Х.,17,71
К800МХ21,Чендев Б. Ж.,21,52
В041ЕХ21,Борзилов Ш. Е.,20,85
К553РУ21,Папанов Л. Р.,14,23
А117ТВ21,Семёнов А. Д.,2,32
О308КВ21,Дёгтин О. Ч.,13,76
Т517МК21,Дубов О. П.,16,84
С051ЕЕ21,Анишин В. П.,6,93
К423ТВ21,Капица Л. С.,7,68
С479КВ21,Фомин З. Р.,18,65
О989ХК21,Дёгтин Ц. Р.,3,73
С133НХ21,Чуприн У. О.,11,24
Р558ВТ21,Энговатов А. Ж.,19,43
Е700РО21,Пивоваров Л. У.,11,91
О976ТХ21,Коновалов М. Б.,13,27
Т841ОЕ21,Сагадеев К. О.,21,61
В509АВ21,Закрятин Р. Ч.,5,4
К726ЕС21,Алексеев Г. А.,5,28
А917ЕВ21,Крутин Ж. Р.,6,53
М479ХО21,Тредиаковский Х. В.,18,62
В998ТА21,Чукчов У. М.,14,83
Т908СК21,Добрынин О. К.,7,98
А952ОВ21,Асланов З. А.,13,77
С651РМ21,Сопов Д. М.,14,98
Т951КХ21,Артамонов О. Т.,24,83
В284МА21,Чуприн Ф. Ж.,19,7
Е339ВН21,Крюков К. А.,24,86
Х238ХВ21,Худяков Х. Ф.,23,10
Е844НР21,Асланов Х. О.,2,25
Е646ОЕ21,Чендев Й. Й.,15,99
Т869НУ21,Бурый К. Л.,24,15
А877АК21,Косарёв А. Н.,21,11
Т819СР21,Мурогов С. З.,5,75
Т461ЕВ21,Борзилов С. С.,15,28
С007УО21,Добрынин Ч. А.,2,89
М028ХС21,Асланов И. Ш.,23,69
У172КХ21,Бурый Б. Е.,17,35
Х012МК21,Мамыкин К. Т.,8,28
Р074ХС21,Сигаев Е. Е.,6,67
К060АТ21,Артамонов З. С.,23,77
М580ХН21,Чукчов Ф. Б.,22,63
О037МС21,Бурый Д. К.,4,39
С041ТУ21,Парамонов Г. Й.,8,76
В574КА21,Александров Х. Ф.,2,50
Х537ЕХ21,Крутин И. В.,14,77
Х366ВВ21,Крюков Ф. Т.,17,54
В551РХ21,Караулин Б. Т.,22,85
Т943ВО21,Колесников В. Ч.,6,56
Т204УА21,Колесников Ц. Й.,24,23
В637ЕР21,Сигаев Х. Р.,12,13
Е240МТ21,Гачев У. Ш.,5,79
Т790ТС21,Борзилов Р. У.,5,6
О119СР21,Чуприн З. Ш.,12,63
Н096УМ21,Мурогов О. Г.,10,71
Н697ВУ21,Смирнитский Н. Л.,20,97
Х410НР21,Сигаев К. И.,5,99
У226ТР21,Бурый У. Л.,17,60
Х221ВК21,Анишин К. Ц.,16,88
А215АТ21,Косарёв У. В.,12,40
О032ВА21,Голованов С. Д.,6,83
Х289МС21,Краевcкий В. Д.,21,62
Е938ОО21,Парамонов Ж. Т.,2,62
К584ОО21,Фомин Д. Д.,8,32
М669СС21,Ефимов Г. П.,19,21
Н802КС21,Дёмин А. С.,24,18
Н744КТ21,Климушин С. Ш.,21,97
Н093ТЕ21,Погодин Т. Ф.,19,46
В720НС21,Колесников Л. Й.,3,11
В749ЕН21,Мамыкин К. А.,4,59
С933ММ21,Крутин Ц. О.,5,59
Т467УХ21,Голованов М. Б.,4,74
С106РР21,Пивоваров Й. Е.,15,43
Х386КВ21,Дубов Й. Ч.,20,69
Н343ОХ21,Гачев Е. О.,20,12
Т236ХВ21,Ковалёв Т. Е.,14,57
Е973ТВ21,Чендев Х. Л.,24,74
С490КС21,Капица Ш. З.,18,82
К819ОК21,Добрынин А. Ж.,20,76
Х044НС21,Дёгтин Й. С.,1,78
Е771КО21,Крюков Ч. Р.,19,51
А469МР21,Дементьев А. Ш.,16,60
Н378НЕ21,Пивоваров М. З.,11,42
К522ТМ21,Сагадеев А. Л.,9,90
Х469ХА21,Тредиаковский А. Б.,1,55
Р367СВ21,Асланов Е. О.,12,9
Н130РК21,Ковалёв Н. Л.,24,95
М060НТ21,Краевcкий Ф. П.,12,62
О168АХ21,Косарёв Б. Т.,15,11
Е768ВХ21,Крюков М. Л.,23,4
Х138ХС21,Алексеев Д. Ц.,8,53
С131СА21,Кашканов П. Ш.,14,100
Н549УА21,Александров Ф. Н.,8,73
Е449НА21,Пивоваров Н. Х.,5,58
Е997РТ21,Мамыкин К. П.,16,5
А730ТС21,Добрынин С. У.,22,43
Р686ВУ21,Дементьев Ф. П.,22,77
Р082ВА21,Ильюшин Т. Б.,7,96
Е451СВ21,Чуприн М. Ш.,7,56
Е803СЕ21,Крутин Г. О.,15,1
Е800РА21,Караулин Р. Ц.,1,51
Т787МЕ21,Караулин Д. Ш.,15,62
Н040РС21,Крюков М. О.,5,11
Н137КА21,Сопов Ч. Ш.,12,64
К183АА21,Ильюшин М. Б.,19,37
В232ХЕ21,Кашканов С. Й.,12,54
Т365ТУ21,Чуприн З. Ч.,13,42
Т771ТХ21,Погодин М. Х.,14,36
В346УВ21,Александров Л. Г.,10,6
Е286ХТ21,Дементьев Ж. Ж.,19,73
У189КХ21,Чуприн Д. Х.,3,93
Р580АН21,Смирнитский У. К.,3,24
М650УТ21,Чендев З. Й.,19,99
А787АВ21,Крутин Р. И.,5,13
У708АУ21,Сигаев В. Т.,5,36
М183НК21,Папанов К. Т.,9,19
Р678ММ21,Мурогов К. Х.,1,6
М944ОА21,Погодин Б. У.,14,31
А805УЕ21,Погодин Б. Т.,15,82
Х375ТА21,Гачев И. Е.,18,70
С041НН21,Ефимов В. М.,16,13
Х854АН21,Чуприн К. Ш.,17,3
Р723НХ21,Кашканов Г. Ш.,6,40
Х750УА21,Мамыкин Т. Ч.,8,100
Е107ЕМ21,Чендев Ц. П.,24,29
К458УА21,Караулин Х. Й.,6,42
С657НС21,Мамыкин Ф. Т.,19,93
А328СХ21,Сигаев В. Ш.,12,13
Р289НМ21,Тредиаковский Б. Ш.,11,88
Р100ТО21,Парамонов Ц. Б.,9,28
М415КС21,Сагадеев С. К.,12,10
А957ОА21,Пивоваров Ж. Й.,21,78
С790НУ21,Худяков К. Е.,6,60
В335КН21,Борзилов О. Д.,19,9
Т634ТХ21,Борзилов И. Х.,1,40
Р834НО21,Чуприн У. Х.,16,44
У935СХ21,Тредиаковский М. Т.,19,49
С774СР21,Климушин Р. Л.,12,18
Е796МН21,Чуприн С. Д.,4,96
О325ОН21,Дёмин А. Ф.,19,5
К810ОС21,Крутин М. Х.,1,5
М960СХ21,Крюков К. Т.,1,85
О475УА21,Чендев Ш. Ж.,18,32
М035РЕ21,Крюков И. Л.,20,41
С126ЕВ21,Коновалов Л. Т.,17,19
М114СС21,Коновалов И. У.,22,10
С299АН21,Артамонов Н. Ч.,7,2
К936УХ21,Папанов Д. В.,3,19
Х745ВЕ21,Бореев Ц. М.,7,98
Х078ХН21,Капица Р. С.,10,59
М097РТ21,Чендев С. З.,21,52
М768ЕЕ21,Крюков И. Ц.,13,0
Р079ОУ21,Чендев Ш. Х.,20,2
А960АТ21,Дёмин Ц. Б.,11,81
К747КУ21,Чукчов У. Е.,4,16
К718ТК21,Дёмин Т. С.,16,25
К796НМ21,Дёмин Й. Х.,5,64
Р386ОН21,Парамонов И. А.,9,50
О685НВ21,Анишин П. В.,10,17
В890ВТ21,Папанов Ж. О.,5,52
О587СУ21,Дубов Ж. И.,6,89
С348НТ21,Голованов Р. Б.,24,94
С661СМ21,Дубов В. К.,15,85
Р014КА21,Анишин З. Ч.,13,1
Х174ЕА21,Мамыкин Е. Ж.,15,29
В886УС21,Пивоваров Ш. Й.,13,57
О161ЕТ21,Караулин Н. В.,21,30
Е928РТ21,Климушин Ж. И.,16,31
В456ТТ21,Семёнов Б. Ш.,16,57
О125ОР21,Сигаев Ц. Ш.,16,83
О365УЕ21,Анишин Ц. З.,7,21
Х938КС21,Тредиаковский К. Ф.,20,19
Х601РУ21,Ефимов Г. Л.,6,69
В474АА21,Бурый У. Б.,22,23
Р738ТН21,Бореев Ч. О.,13,31
Н937ОЕ21,Колесников З. О.,9,85
С605РМ21,Александров В. Г.,7,15
М613СА21,Коновалов Ц. Г.,11,38
